Echoes Of War;A Civil War veteran returns home to the quiet countryside, only to find himself embroiled in a conflict between his family and the brutish cattle rancher harassing them.;100;2015-05-15;/gwC1UXl9P4bTwhbFHKVWHXkfuNA.jpg
Edges of the Lord;A 12-year-old Jewish boy hides with a family of Catholic peasant farmers to escape the Nazis.;95;2001-01-01;/z1yp4NmSVxW63tcVHEFIRT53AE0.jpg
Edvard Munch;A biographical film about the Norwegian Expressionist painter Edvard Munch. It was originally created as a three-part miniseries co-produced by the Norwegian and Swedish state television networks, but subsequently gained an American theatrical release in a three-hour version in 1976. The film covers about thirty years of Munch's life, focusing on the influences that shaped his art, particularly the prevalence of disease and death in his family and his youthful affair with a married woman.;221;1974-11-12;/jSvEBP9fhlNpDa9SpSB3Yx5mh40.jpg
El barrendero;A cheerful sweeper collects garbage dancing, and the maids of the neighborhood get jealous because he invites another woman out.;113;1982-05-05;/aYz1uvXPjkKbkSiEwtYGUeAJq1u.jpg
El rey de los huevones;A comedy that follows a naive taxi driver (Quercia) who is duped by most of his fares.;96;2006-08-31;/k3BMwkvFBxGsJgZjjg4I8jq4eWW.jpg
Elevator;A boy and a girl, both teenagers, want to get away from the world and be alone for a while, so they hide in an abandoned factory on the outskirts. But there they fall in a trap of their own intention, and get stuck in the cargo elevator. There is no one around to hear them, and nobody knows their whereabouts. Tension arises after each failed attempt to escape, while they also have to deal with the fact that their entire universe is now reduced to a metal box smaller than a room.;85;2008-04-04;/c5LYrvl7Y9OUaElcNCdTdxUDZMs.jpg
Elisa Before the End of the World;10-year-old Elisa, whose parents are about to lose their new car due to financial problems, plans a bank robbery.;80;1997-06-22;/iHtY5YMY722IRwcnSfr45dpVyu5.jpg
Elvis Meets Nixon;"A ""mockumentary"" about Elvis's real-life trip to the White House to become a federal marshal under the DEA";95;1997-08-12;/bfhvNAB4Xw13apel2S8yTByKzDG.jpg
Empire;A big time drug dealer Victor Rosa is looking to get out of the game and sees his chance with a big deal with a new friend who happens to be a Wall St. stockbroker. Thinking this will be his chance to go out on top Victor soon finds out that he has been double crossed and his last option is to get revenge.;90;2002-12-06;/rTsf1SrEZJsSYAvxiReVOYTJGiB.jpg
Enemies with Benefits;19 year old Jamie just wants someone to love. With no one to call his own he just decides to put an end to it all. That is until a visitor from beyond shows Jamie that his life has meaning and that he needs to stay alive and fulfill his destiny. But the visitors motives may not be all for the good in this over the top throwback to the casual sex, clothes optional adult comedy.;65;2016-01-15;/n3WnaDZyJ7D3aFIzIKqXRgg64ye.jpg
Epoch: Evolution;10 years since the the first Alien object called Torus arose, two more have risen. The first torus changed the worlds view dramatically not just political but even on a religious basis. Dr. Mason Rand is on the run from religious zealots, Genesis Coalition, who fear the epidemic ramifications that will be brought on because of what DR. Rand knows.;94;2003-11-29;/t5LI90R01XXD5S2ytQ9pANvWZJ9.jpg
Escalation;1968 film by Ward Kimball protesting LBJ's escalation of the war in Vietnam.;2;1968-01-01;/jTpX243CfCvPf7j1vpwEZIh4sjX.jpg
Eulogy;A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.;91;2004-10-15;/1Mi0hzmnkZG966McCubjISH0796.jpg
Everybody Wants Some!!;A comedy that follows a group of friends as they navigate their way through the freedoms and responsibilities of unsupervised adulthood.;116;2016-03-30;/mIpd0rGxruvxCnMSmh4gd8wuhmv.jpg
Everything You Always Wanted to Know About Sex *But Were Afraid to Ask;A collection of seven vignettes, which each address a question concerning human sexuality.;88;1972-08-06;/oj0uS7uBeInJDFEM5jwHnnlzJo3.jpg
Evolution;"A comedy that follows the chaos that ensues when a meteor hits the Earth carrying alien life forms that give new meaning to the term ""survival of the fittest."" David Duchovny, Orlando Jones, Seann William Scott, and Julianne Moore are the only people standing between the aliens and world domination... which could be bad news for the Earth.";101;2001-06-08;/zGwNEPgfCXthetspyTHwvTEbfJG.jpg
Excuse Me for Living;A charming, suicidal druggie must obey his rehab-clinic's demand to lead a seniors men's group or face incarceration and lose the love of his psychiatrist's daughter.;105;2012-10-12;/aYpJED0wffvAAMvfmiiA5jlylX6.jpg
Expecting Amish;18-year-old Hannah Yoder is ready to become an Amish adult - which means baptism into the Church and marriage to her boyfriend, Samuel. However, her friends convince her to visit Hollywood for Rumspringa where she meets Josh and the two hit it off instantly. When she returns to Amish country, Hannah must make the painful choice of staying with Samuel or return to Josh and risk being shunned forever.;85;2014-07-19;/52YLkttkfh2SOk0Xsqc5ini9NM6.jpg
Faces of Death;A collection of death scenes, ranging from TV-material to home-made super-8 movies. The common factor is death by some means.;105;1978-01-01;/fxp39v8t40JuhYRSKjQH6OC95cc.jpg
Fame;A chronicle of the lives of several teenagers who attend a New York high school for students gifted in the performing arts;134;1980-05-16;/4q1VRakiR2YZmWUf9CRL2nktKov.jpg
Family Life;A 19 years old London girl received agressive psychiatric treatments for her schizophrenic behaviour by a doctor who still wants her family to insure the guard of the child without any regards to the facts that it is this family who's agravating her situation.;108;1971-12-01;/1OWdeo1tPWMIZyDbm1gcWZC3K3r.jpg
Family Weekend;A 16-year-old girl takes her parents hostage after they miss her big jump-roping competition.;105;2013-03-28;/wI4ECiF3stpsjOvzCYfKrDqN89I.jpg
Fan Girl;A 15-year-old girl decides to bring her two passions together for her final film project: making movies and her favorite band.;100;2015-12-31;/h6zuO1kWk8zWLOD4ewRk6XgLc0o.jpg
Fanatics;A buddy comedy about a fanatic small town football supporter who falls in love with a perfect girl, only to notice that his dream-girl supports the wrong football team. Now he has to befriend the enemy or forget the girl he loves.;84;2012-02-24;/j38Ch4mEuKGDfqLA2YclP6QJpkm.jpg
Fangs of the Living Dead;A beautiful virgin inherits a castle, but when she arrives at it, she finds that the inhabitants include a strange nobleman and a bevy of beautiful women she suspects may be vampires.;98;1969-07-23;/m6cL2eF0eNj0zb0DS37YoXu7kWi.jpg
Fat Head;"A comedian replies to the ""Super Size Me"" crowd by losing weight on a fast-food diet while demonstrating that almost everything you think you know about the obesity ""epidemic"" and healthy eating is wrong.";104;2009-02-03;/uit52hAtSOjDye1mqmUabwzIIur.jpg
Fear;A 16 year old girl takes up with a charming young man who quickly shows his colors when he beats a friend simply for walking with her and then goes totally ballistic after she tries to break up with him.;97;1996-04-12;/reA4wlTY9qGwryVftscFT2q0ZLK.jpg
Feed the Kitty;A bulldog adopts a small cat, but he can't let his owners know.;7;1952-02-02;/dAUgGyy9qREaRQlQ5Wt6OtL991w.jpg
Fifty Pills;A combination of unfortunate circumstances force Darren into the situation where he has to sell off the eponymous stash of drugs in a limited time frame.;85;2006-04-26;/5nCxiiyJsZzW2Kle51LSyy5OWn7.jpg
Filth;A bigoted junkie cop suffering from bipolar disorder and drug addiction manipulates and hallucinates his way through the festive season in a bid to secure promotion and win back his wife and daughter.;97;2013-09-23;/dchLaUOkQOPZQHnus5fnZgZKDuP.jpg
Fine, Totally Fine;A comedy about two listless brothers who fall for the same girl;110;2008-01-01;/pir2RF2BRXn3jKdIUiXhiYX7Syb.jpg
Fired Up!;2 Guys. 300 Girls. You Do the Math. The two most popular guys in high school decide to ditch football camp for cheerleader camp. For the girls and for the glory.;90;2009-02-20;/bHhLZIg9VKsconJdnwIoUTqakEG.jpg
Five Days One Summer;A 1930s Scottish doctor (Sean Connery) goes climbing in the Alps with an infatuated niece (Betsy Brantley) he passes off as his wife.;96;1982-11-12;/5ow4vYPllDaGgi3dt9Kgh3vRaha.jpg
Flash;A boy falls in love with a horse named Flash that's for sale. He gets a job to earn the money to buy the horse, but he's forced to sell when the family falls upon hard times.;90;1997-12-21;/nv2c2mvu8T8Ss1Dxbze8BYPLmOR.jpg
Flesh + Blood;A band of medieval mercenaries take revenge on a noble lord who decides not to pay them by kidnapping the betrothed of the noble's son. As the plague and warfare cut a swathe of destruction throughout the land, the mercenaries hole up in a castle and await their fate.;126;1985-08-30;/q36TO4giy57uRtMyxHSw9jnQPts.jpg
Flightplan;A claustrophobic, Hitchcockian thriller. A bereaved woman and her daughter are flying home from Berlin to America. At 30,000 feet the child vanishes and nobody admits she was ever on that plane.;98;2005-09-22;/pZetr5lKqN12sRLDvgW7UUxfYtj.jpg
Follow Me Quietly;"1949 thriller about the hunt for a serial killer known as ""the Judge"" who kills his victims on rainy nights.";60;1949-07-07;/hwEa8RMeNWfYoOX9ptTQUcXmEOo.jpg
For Greater Glory - The True Story of Cristiada;A chronicle of the Cristeros War (1926-1929), which was touched off by a rebellion against the Mexican government's attempt to secularize the country.;145;2012-06-01;/pMHq5AXlVy3gQXn0zXJn4PsttQY.jpg
For Love of the Game;A baseball legend almost finished with his distinguished career at the age of forty has one last chance to prove who he is, what he is capable of, and win the heart of the woman he has loved for the past four years.;137;1999-09-17;/nvsXIOYg8CHFS7WYh0anh7WFYtN.jpg
For Singles Only;60's sex comedy set at an apartment building where the manager (Milton Berle) only rents to singles.;91;1968-06-05;/rboKw0mXGM5GkdMEiubnfwgb8np.jpg
For Your Eyes Only;A British spy ship has sunk and on board was a hi-tech encryption device. James Bond is sent to find the device that holds British launching instructions before the enemy Soviets get to it first.;127;1981-06-23;/vpZZZ2eq8z4I6PSeGxR2UWNciGG.jpg
Forced Vengeance;A casino security guard is forced into violence from when the Hong Kong mob threatens his friends.;90;1982-07-30;/3AaPWvywczDIeGFCjUvohBIMzJL.jpg
Foreign Letters;A bittersweet coming-of-age film, Foreign Letters is itself a love letter to the unshakeable bond between friends. Set in the pre-email era of the 1980s, young Ellie, newly arrived to the US from Israel, anxiously waits for letters from her best friend back home. Suffering from homesickness, language difficulties and rejection at school, life brightens when she meets Thuy, a Vietnamese refugee her age. As the two bond and become inseparable, they eventually hurt each other, and Ellie must find a way to restore their trust. Based on director Ela Thier's personal immigration experience, Foreign Letters is a film about poverty, prejudice, shame, and the healing power of friendship.;100;2012-04-22;/vW7g0qvVaD5lJTDgiS2kUDmcbYi.jpg
Forever Young;A 1939 test pilot asks his best friend to use him as a guinea pig for a cryogenics experiment. Daniel McCormick wants to be frozen for a year so that he doesn't have to watch his love lying in a coma. The next thing Daniel knows is that he's been awoken in 1992.;102;1992-12-16;/AvkLZ5EqehwUlJD93ZeobesDmHB.jpg
Fort Massacre;A cavalry troop finds itself under constant attack by Indians.;80;1958-05-01;/cNC5MJlDxhj7OFpbOKvOXATutHg.jpg
Fortress 2;7 years on from the original Fortress movie, Brennick and his family are still on the run. Finally, they give in, and surrender, only to find themselves imprisoned in a new, more sophisticated fortress prison in outer space. But Brennick's not a man to give in easily, and with a 10 year old son waiting for him back on earth, he's going to pack some serious assault on the evil corporation.;92;1999-10-07;/njEYK05hNCKUFJHuJVQlTBDLNZV.jpg
Fountainhead;A botanist woos the secretary of an industrialist whose company threatens the local water supply.;129;1956-02-26;/ePCP0mfMTpNwsjMHeWcg1IIIvUG.jpg
Frank;A comedy about a young wannabe musician (Domhnall Gleeson) who discovers he has bitten off more than he can chew when he joins an eccentric pop band led by the mysterious and enigmatic Frank (Michael Fassbender).;95;2014-05-02;/xiGr26WcKudo7XISNid0OMnKRR4.jpg
Frankie Boyle - Live - The Last Days of Sodom;A brand new live DVD from the brilliant comedian - coming in 2012. Recorded at his last ever tour.  Frankie Boyle has been pilloried, misrepresented and demonised. And for what? For Telling It Like It Is. Now he will attempt a final tour, to heal Britain's fools. To support its rioters. To offer the inchoate laughter of despair to a culture in freefall. These are The Last Days Of Sodom.;79;2012-11-18;/3W1YMIoEzeKJu4yxYhUK8rySqQV.jpg
Freaks;A circus' beautiful trapeze artist agrees to marry the leader of side-show performers, but his deformed friends discover she is only marrying him for his inheritance.;64;1932-02-20;/9hmmE4K6tOEXB1KeTajIC0pNta6.jpg
Freedomland;A black police detective must solve a strange case of a kidnapped boy and deal with a big racial protest.;113;2006-02-17;/uoYZmNzUjTEvW0vktaVfMRJZA8s.jpg
French Cancan;A comedy/drama about a world-weary impresario who transforms a laundress into a theatrical star.;102;1954-12-27;/uw7GLjIWxsBODMdgeVhHnIdJQyf.jpg
From Morn to Midnight;A Cashier in a bank in a small German town is alerted to the power of money by the visit of a rich Italian lady. He embezzles 60, 000 Marks and leaves for the capital city, where he attempts to find satisfaction in politics, sport, love and religion.;72;1920-01-01;/ripPHXpLJ16oongRQstvD9YWSKv.jpg
Fugitive Pieces;A child escapes from Poland during World War II and first heads to Greece before coming of age in Canada.;104;2007-09-06;/lglk6VfVHvqqXjwXgzyHoo5uSX2.jpg
Future Shock! The Story of 2000AD;A  long overdue documentary that tells the story of 2000AD, the unsung cult hero of the comics industry. This film will celebrate and pay respect to the comic and explore its importance and influence on contemporary pop culture.;110;2014-09-19;/ujUevtRrVRvHLfuehFeo5MGEsm2.jpg
Galerions Rion;A boy awakes, imprisoned in a hospital without a name or memory. He is immediately attacked and discovers to his surprise that he has incredible telekinetic powers. A girl, her psychic voice calling for help inside his head, sends him on a adventure to save her: And by saving her, he will save all humanity.;73;2004-04-06;/30vbJqWYDNUstLR2FOLkSSu0ams.jpg
Gang in Blue;A black police officer discovers a cell of white supremacist vigilantes within his department.;97;1996-09-08;/oj5ggatdvignU2DmjIdyeKZTyzb.jpg
Gangnam Blues;"A ""gangster noir"" set in the 1970s, when Gangnam, Seoul goes under development. Political powers and darker organizations collide as they seek to grab control of the influential and exclusive area.";135;2015-01-31;/eqvdGQq4BA3VW64AeFl6ykO1LVU.jpg
Garage Olimpo;A beautiful Argentine activist receives preferential treatment from a man supposed to torture her.;98;1999-05-16;/a8WFzHPfs5rcVjVBoVvVXqwlF52.jpg
Gardenia;A businessman comes into conflict with a gangster when he refuses to allow drugs to be sold through his restaurant.;100;1979-05-05;/r5VHuossfyvDrTVyAvTKMvLwML5.jpg
Generation P;A chronicle of Russia's transition from communism to capitalism.;112;2011-04-14;/b8yUnE1wPHEf2uerjy0jpYQT2WW.jpg
Get on Up;A chronicle of James Brown's rise from extreme poverty to become one of the most influential musicians in history.;139;2014-08-01;/n1jw04rLk8YRVEJ9D6gQWIiDtfi.jpg
Get the Gringo;A career criminal (Gibson) nabbed by Mexican authorities is placed in a tough prison where he learns to survive with the help of a 9-year-old boy.;95;2012-03-15;/tHhJ5evvhy9G2g0NbkZHNeDz4UO.jpg
Getting Home;A black comedy about a farmer who tries to bring home the body of his friend, who died far from their town.;110;2007-01-01;/28eR5WKh1E51KW10OG1CRdK5JWR.jpg
Getting to Know You;A chance encounter alters a teenage girl's perception of herself and her outlook on life.;96;1999-01-22;/r5C369p7yU9eGrvPr1Yabz29MZl.jpg
Ghoulies III: Ghoulies Go to College;A college teacher brings the little creatures back to his campus, where they proceed to terrorize the faculty and students.;94;1991-09-18;/x7Zt73obslWWT2uLs1SpHoukEd7.jpg
Giant;A chronicle of a supermarket security guard's obsession with a late-shift janitor.;88;2009-01-01;/ApXxUozyhTW9CtaeZy6TNNTxY1A.jpg
Girl Happy;A Chicago mobster hires a rock and roll singer and his band to keep an eye on his daughter during Spring Break in Fort Lauderdale, Florida.;96;1965-04-14;/qOCzZz8XfPZLcoWCDJX1G3CZTkr.jpg
Glitterbug;A collage of Derek Jarman's super 8 footage spanning over 20 years.;60;1994-03-05;/8N9x7tB48SLh61qeQzrpnuabOPm.jpg
God's Pocket;A boozy lowlife (Philip Seymour Hoffman) tries to bury the truth about his crazy stepson's suspicious death, but a nosy newspaper columnist (Richard Jenkins) and the young man's mother complicate matters.;88;2014-05-09;/wpqkpwFWMbTe7H7BMHyoAPgIxpp.jpg
Godzilla, King of the Monsters!;A 400-foot  dinosaur-like beast attacks Tokyo. Filmed in 1954 as Gojira, this grandaddy of all Japanese giant-reptile epics was picked up for American distribution two years later, at which time several newly filmed inserts, featuring Raymond Burr as reporter Steve Martin, were edited into the original footage.;80;1956-04-27;/5ylNxgm5CusO7iQ4veMYgSDTUW5.jpg
Golden Earrings;A British colonel (Ray Milland) escapes from the Gestapo to the Black Forest and poses as a Gypsy's (Marlene Dietrich) mate.;95;1947-08-27;/2gcfgwuRuX8PfGEI00THfT0U4yl.jpg
Golden Gate;A brash 22-year-old FBI agent trumps up charges of Communist spying against a Chinese laundryman. Ten years later, he wants to make amends to the man and his teenage daughter.;91;1994-01-28;/Hx16BHqfXStvqNKw8A56fACFMV.jpg
Good Time;A bank robber tries to avoid the law closing in on him.;99;2017-08-11;/cz0egudCsfsTzwUAL03A5UzoHGT.jpg
Goodbye First Love;A 15-year-old discovers the joys and heartaches of first love with an older teen, but in the ensuing years, cannot seem to move past their breakup.;108;2011-07-04;/fi8p0mVlqvvbye9OUSU9BZ5pcLD.jpg
Gordon's War;A black soldier comes home to Harlem after a tour in Vietnam and discovers that his wife had become a heroin addict and died of an overdose. Infuriated, he gathers three of his ex-GI buddies and they lay out plans to fight the drug dealers.;90;1973-08-09;/jpLS5nPaxr5sm6tkBJechI5DgP3.jpg
Green Light;A brilliant young surgeon takes the blame for a colleague when a botched surgery causes a patient's death and buries himself at a wilderness research facility.;85;1937-02-20;/s0Ahbs1krO6aWt5qcEc1wF6OAyg.jpg
Grey Lady;A Boston police officer goes to Nantucket to investigate the murder of his partner, but he finds more than he bargained for.;107;2017-04-28;/S3BRZj3FJkYSvxco7pvPCUsQYK.jpg
Grief;"A campy chronicle of the lusts and loves of the men and women who work on a low-rent TV show called, ""The Love Judge.""";87;1993-05-10;/kHRkFzGaqBv1F9Iv7rR3OKqQ5dF.jpg
Grigris;A 25 year old young man with dreams of becoming a dancer despite the fact that he's paralyzed from the waist down. His dreams are shattered when his uncle falls seriously ill. To save him, he decides to go work for petrol traffickers.;101;2013-07-10;/lfiIYLRZJehim4ZaCkoKj4dv5do.jpg
Gumball 3000: The Movie;A 3000 mile race from San Francisco to Miami that took place in the Spring of 2003. 150 cars and stars created all kinds of mayhem and chaos over 6 days racing from coast to coast!;98;2003-01-01;/mPuG3rCUrR8jYQT1GmVb8S7SusR.jpg
Gun Woman;A brilliant doctor on a quest for revenge buys a young woman and trains her to be the ultimate assassin, implanting gun parts in her body that she must later assemble and use to kill her target before she bleeds to death.;86;2014-02-28;/5JAs44nkjJYIj5g2glhSdjt57aL.jpg
Gutterballs;A brutally sadistic rape leads to a series of bizarre gory murders during a midnight disco bowl-a-rama at a popular bowling alley. One by one, players of two teams meet blood-drenched gruesome deaths at the hand of a black bowling-gloved masked killer. This alley runs red with blood by sunrise.;94;2008-01-01;/6cg3LvvwCFSHW797FAgOD6FEodG.jpg
Guy X;A black comedy set in 1979, about a soldier mistakenly posted to an Arctic military base.;101;2005-06-06;/8MDjoijybDrNqXc79E5fJwFXjfB.jpg
Gwendoline;A beautiful woman hires an intrepid adventurer to help find her father, who has disappeared in the jungle while searching for a rare and priceless butterfly. Along the way they run into cannibals, a race of Amazon warriors and all the usual attractions one would expect to find in a lost jungle.;88;1984-02-07;/F5101EPthosnpAhmbSksD0GhNK.jpg
Hairbrained;A 14 year old genius gets rejected by Harvard and ends up at a much lower ranked school where he makes friends with a mature student.;97;2013-05-31;/8jSD1hOyjuMbPLOdgnFZyFV3qEc.jpg
Hallelujah;A black laborer turns preacher after accidentally killing a man.;100;1929-08-20;/eVFaCwo95VcAS8wzwuR1wIQ6LBr.jpg
Halloweed;A comedic blend of murder, mystery and marijuana. Trying to escape the infamy of a serial killer father, Trent Modine and his goof-ball stepbrother Joey, both seeking a new start, find refuge in the small town of Mooseheart.;101;2016-10-18;/ma3iEdGRYYIQMBwfP5012Q4BN27.jpg
Hamlet Goes Business;A bizarre black-and-white film noir reworking of Shakespeare's 'Hamlet'.;86;1987-08-21;/kl1NDZ7vRN84cxnk0hnLOzaQBsT.jpg
Hangar 10;33 years after the infamous Rendlesham Forest UFO incident, three metal detector enthusiasts hunting for Saxon gold in the same region, capture incredible footage of UFO's whilst filming their expedition. As night falls and with their navigation equipment failing, they find themselves facing a terrifying encounter with an unforgiving alien presence.;87;2014-10-22;/jAGYFjIFR6dVaJBTrm4f654XxOG.jpg
Hanna;A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.;111;2011-04-07;/2Jr4Rl4Hjiahgh09bjeH8tFhgKp.jpg
Happy Accidents;A comedy that pays tribute to the science fiction genre -- specifically, the sub-genre of time travel. But here the alternate reality is contemporary New York City where past and future experiences of trust, commitment and denial are cleverly put to the test. Just as Ruby is beginning to relish her first-ever healthy relationship, Sam begins muttering about being a time traveler from the year 2470.;110;2000-01-25;/mAfftxybf6Vey6NC8T8SsduUMpu.jpg
Hard Contract;A cold hearted American hit man goes to Europe for 'one last score'. His encounter with a beautiful young woman casts self doubt on his lifeblood, and influences him to resist carrying out the contract;106;1969-04-30;/8xBHI5XDq960JMQkJwSvsdn0qCf.jpg
Hard Time: Hostage Hotel;A California congressman's wife and daughter are abducted and held hostage in a historic hotel and Logan McQueen (Reynolds) is rushed to the scene to assist his former partner, Charlie Duffy (Durning), who has been taken captive trying to broker the ransom deal. McQueen must risk his life to face the cunning killer (Carradine) and save the hostages and his long-time friend.;88;1999-11-14;/AeIypKlh3YEShFr8b1VFvRzs5e9.jpg
Harmontown;A comedic, brutally honest documentary following self-destructive TV writer Dan Harmon (NBC's Community) as he takes his live podcast on a national tour.;95;2014-03-08;/tomjtBwop2elBuHWDKHfdFYlxfb.jpg
Hayride;"A college student returning home for Halloween is forced to face his childhood fears when an escaped killer takes refuge in his family's ""Haunted Hayride"".";93;2012-10-13;/pOB8f6y0C8r7whHDMlgSWc01sc2.jpg
He Got Game;A basketball player's father must try to convince him to go to a college so he can get a shorter sentence.;136;1998-05-01;/63YZteyFAn0xVTPDTLtfs1mciHj.jpg
Heart Condition;A bigoted policeman is given the heart of a slain black defense lawyer,who returns as a ghost to ask the cop to help take down the men who murdered him;100;1990-02-02;/2ApuvU24UEBlWeBiQGRyyOYFeqe.jpg
Heart and Souls;A businessman is reunited with the four lost souls who were his guardian angels during childhood, all with a particular purpose to joining the afterlife.;104;1993-08-13;/rAdLIzWXcBbul2LRvcB1RARakge.jpg
Heart of Stone;A beautiful woman doesn't know if the killer is her lover ... or her husband ... or someone else!;90;2001-09-26;/htawin0HId22dyOc1trOTiVNXqG.jpg
Hello, We Are Your Cover!;A comedy about the competition between two countryside businessmen.;96;2005-06-06;/i0KPRRWpnFTwmFc4xLUiI8gwxLB.jpg
Henry VIII and His Six Wives;1547, King Henry VIII's life has taken a turn for the worse and he is forced to look back over his life and the many loves which had brought him his three children, only one of which was the desired male heir to secure the Tudor dynasty.;120;1972-07-13;/rnyQfMPaHFQOHXL5LDW0gvst6Hf.jpg
Her Best Move;15 year-old soccer prodigy, Sara Davis, has a chance to join the U.S. National Team, but she must juggle high school, romance, sports, and parental pressure while deciding her own priorities.;101;2007-03-31;/ehGsxfFUx5PuP6Xj0NchxodXHaD.jpg
Here Comes the Navy;A cocky guy joins the Navy for the wrong reason but finds romance and twice is cited for heroism.;87;1934-07-21;/lvWV8ySRXkj3AEfYbaEJFau9XiH.jpg
Hibernation;1985. A secret tree house. Two children dressed in animal costumes experiment to revive a bee. But they are searching for a way to bring back something much bigger.;15;2005-02-10;/cVaHifbl9t7g0l76cSdjl3Maplm.jpg
Hidden Assassin;A CIA agent gets caught up in political intrigue after he gets brought in to solve the murder of a Cuban ambassador.;104;1995-12-15;/mBxL28j9Qm6yBsGsK9jNqX1erwO.jpg
High Road to China;A biplane pilot is saddled with a spoiled industrialist's daughter on a search for her missing father through Asia that eventually involves them in a struggle against a Chinese warlord.;105;1983-03-18;/vjQkcaP1sSCb4uqWh7PPLYpppFH.jpg
Higher Ground;A chronicle of one woman's lifelong struggle with her faith.;109;2011-08-26;/Agm1Z0QZAnV1nSBedlorGmRtuj4.jpg
Higher and Higher;1943 musical comedy with Frank Sinatra. A valet to a bankrupt millionaire plans to rebuild his boss's fortune by passing a scullery maid off as a high-society debutante. Based on a 1940 Broadway musical.;90;1943-12-31;/lMTGM2tBfKcxtPzUosiyWrK345W.jpg
Hilde;A biography of Hildegard Knef, one of Germany's biggest post-war stars.;137;2009-03-11;/8gCBbR6WZCbJhb5XEIFrEeIopvp.jpg
Hitch Hike;A bickering couple driving cross-country pick up a murderous hitchhiker whom threatens to kill them unless they take him to a santuary, and in return agrees to split some bank loot he has on him.;104;1977-04-30;/bd56RxKtT84qvZQ8UKZDnuDAPlc.jpg
Hoffman;A businessman blackmails his attractive young secretary into spending a weekend with him. Though he's a creep throughout, he gradually emerges as a sympathetic character.;113;1970-01-01;/fOJPw4Hvr6fLxX3AEs1dIUDOjPN.jpg
Home Alone 3;9-year-old Alex Pruitt is home alone with the chicken pox. Turns out, due to a mix-up among nefarious spies, Alex was given a toy car concealing a top-secret microchip. Now Alex must fend off the spies as they try break into his house to get it back.;102;1997-12-12;/z6ugEdjGuY4qcX1ymdV2CTVSvKN.jpg
Honor Among Lovers;A businessman (Fredric March) falls for his secretary (Claudette Colbert), but she marries a shady character (Monroe Owsley) who causes trouble for both of them.;75;1931-03-21;/mxfEJZs6tkwGZs9aVkjIVNvJ73w.jpg
Hot Summer in Barefoot County;A city cop is sent out to the country to go undercover and bust up a ring of moonshiners run by a woman and her three hot teenage daughters.;90;1974-07-01;/n1YXFqhoNeD4Rx5WiNVeSLCo4Zr.jpg
Hot Young Bloods;A comedy romance movie about the last generation of youths and their passionate romance based in Hongseong, Chungcheong Namdo in the 1980s.;121;2014-01-22;/qWJoMY1esHYtPExOyOdyAity3PR.jpg
Hotel de Love;10 years ago at a party, Steven thinks he sees the girl of his dreams, Melissa. Just as he's about to make his move, his twin brother Rick gets to her first and they fall in love. Steven watches his brother's relationship bloom, longing for Melissa all the while. Eventually, Melissa leaves to go to college and the brothers go on with their lives. Steven becomes a workaholic to block out his feelings about Melissa and Rick becomes a spineless bellboy at the Hotel de Love, after a later girl friend stood him up at the altar. Enter Steven and Rick's warring parents visiting the Hotel de Love for their anniversary. Re-enter Melissa with her current boyfriend, Norman. Suddenly Rick and Steven have a second chance at Melissa. Also there's Alison the palm reader, Susie behind the counter, the owner/piano player, and the freshly married couple.;95;1996-12-19;/wk0NkJekbAF4qzXMlZfCZwoeeEs.jpg
Household Saints;A chronicle of an eccentric Italian-American family in New York City in the 1950's and 60's.  Young Teresa dreams of joing the convent, over the objections of her family.;124;1993-09-15;/r6S5s3UoIqYDrRXiASnuAtejR0i.jpg
Huacho;A Chilean family deals with the new values in a quickly changing world.;89;2009-05-14;/494QJKLkMubN3ujwzgi7zo2Vlwv.jpg
Humoresque;A classical musician from the slums is sidetracked by his love for a wealthy, neurotic socialite.;125;1946-09-25;/h4yoQsMqZ93oAdNCVxtCAA3dczh.jpg
Humorous Phases of Funny Faces;A cartoonist draws faces and figures on a blackboard - and they come to life.;3;1906-04-05;/7yMuK6LJls09UHUk70t8ugtwEcp.jpg
Hungry Wives;A bored, unhappy suburban housewife gets mixed up in witchcraft and murder.;104;1972-05-01;/3Afgk8B3DwctuxdqDxRxSjwVZ2G.jpg
Hunk;"A ""devilish"" tale about an ordinary guy who is visited by a beautiful apparition promising him popularity and drop-dead good looks in exchange for his soul. Transformed overnight into a ""hunk,"" he soon discovers there may be hell to pay for his new lifestyle!";102;1987-03-06;/e1GjhehrHFLay7DKHxw0ReQxHPI.jpg
I;A bodybuilder ends up falling madly in love with a supermodel, but some scheming villains maim him. Is he able to overcome his physical handicap and win back his love?;170;2015-01-04;/itDqpdxcI5urnL9KJGJiOusn5g9.jpg
I Don't Know How She Does It;A comedy centered on the life of Kate Reddy, a finance executive who is the breadwinner for her husband and two kids.;89;2011-09-16;/hL7CsRkzVGaD385Ady05LSSqpz5.jpg
